year,month,day,title,links,year_gregorian,month_gregorian,day_gregorian,link,link_english,title_english,Politics,Social,Natural Disaster,Science,Art,Sports,type,details,details_english,era_persian,era_english,date_gregorian,date
1389,03,06,برگزاری همایش کورش هخامنشی و ذوالقرنین توسط مرکز دائرةالمعارف بزرگ اسلامی,"[{'text': 'سل', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%D9%84'}, {'text': 'مرکز دائرةالمعارف بزرگ اسلامی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%B1%DA%A9%D8%B2_%D8%AF%D8%A7%D8%A6%D8%B1%D8%A9%D8%A7%D9%84%D9%85%D8%B9%D8%A7%D8%B1%D9%81_%D8%A8%D8%B2%D8%B1%DA%AF_%D8%A7%D8%B3%D9%84%D8%A7%D9%85%DB%8C'}]",2010,05,27,https://fa.wikipedia.org/wiki/%D9%85%D8%B1%DA%A9%D8%B2_%D8%AF%D8%A7%D8%A6%D8%B1%D8%A9%D8%A7%D9%84%D9%85%D8%B9%D8%A7%D8%B1%D9%81_%D8%A8%D8%B2%D8%B1%DA%AF_%D8%A7%D8%B3%D9%84%D8%A7%D9%85%DB%8C,https://en.wikipedia.org/wiki/Center_for_the_Great_Islamic_Encyclopedia,Center for the Great Islamic Encyclopedia,,,,,,,event,,,جمهوری اسلامی,Islamic Republic,"May 27, 2010","خرداد 06, 1389"
1389,03,10,حمله اسرائیل به کاروان ناوگان آزادی در هنگام درگیری با سربازان هنگام حمله نیروهای دریایی اسرائیل و دستگیری ناوگان کشتی‌هایی که قصد شکست محاصره غزه را داشتند، ۹ فعال کشته شدند.,[],2010,05,31,,,The Israeli attack on the Caravan of the Freedom Fleet was killed in clashes with soldiers during the Israeli naval attack and the arrest of ships trying to defeat the siege of Gaza.,,1.0,,,,1.0,event,,,جمهوری اسلامی,Islamic Republic,"May 31, 2010","خرداد 10, 1389"
1389,03,11,آندره آرزومانیان,,2010,06,01,https://fa.wikipedia.org/wiki/%D8%A2%D9%86%D8%AF%D8%B1%D9%87_%D8%A2%D8%B1%D8%B2%D9%88%D9%85%D8%A7%D9%86%DB%8C%D8%A7%D9%86,<No English page found>,Andreh Wishes,,,,,,,death,آهنگساز و نوازنده پیانو,Piano composer,جمهوری اسلامی,Islamic Republic,"June 01, 2010","خرداد 11, 1389"
1389,03,15,محمدعلی حیاتی,,2010,06,05,https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D8%B9%D9%84%DB%8C_%D8%AD%DB%8C%D8%A7%D8%AA%DB%8C,<No English page found>,Mohammad Ali Hayati,,,,,,,death,نماینده دوره هفتم مجلس شورای اسلامی و دوره هشتم مجلس شورای اسلامی از حوزه انتخابیه لامرد و مهر,Representative of the seventh term of the Islamic Consultative Assembly and the eighth term of the Islamic Consultative Assembly from the constituency of Lamerd and Mehr,جمهوری اسلامی,Islamic Republic,"June 05, 2010","خرداد 15, 1389"
1389,03,25,انتشار ویراست نخست منشور جنبش سبز,"[{'text': 'منشور جنبش سبز', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D9%86%D8%B4%D9%88%D8%B1_%D8%AC%D9%86%D8%A8%D8%B4_%D8%B3%D8%A8%D8%B2'}]",2010,06,15,https://fa.wikipedia.org/wiki/%D9%85%D9%86%D8%B4%D9%88%D8%B1_%D8%AC%D9%86%D8%A8%D8%B4_%D8%B3%D8%A8%D8%B2,<No English page found>,Publication of the first edition of the Green Movement Charter,,,,,,,event,,,جمهوری اسلامی,Islamic Republic,"June 15, 2010","خرداد 25, 1389"
1389,03,25,مصطفی تاجیک,,2010,06,15,https://fa.wikipedia.org/wiki/%D9%85%D8%B5%D8%B7%D9%81%DB%8C_%D8%AA%D8%A7%D8%AC%DB%8C%DA%A9,https://en.wikipedia.org/wiki/Mostafa_Tajik,Mostafa Tajik,,,,,,,death,کشتی‌گیر,Wrestler,جمهوری اسلامی,Islamic Republic,"June 15, 2010","خرداد 25, 1389"
1389,04,09,منوچهر مرتضوی,,2010,06,30,https://fa.wikipedia.org/wiki/%D9%85%D9%86%D9%88%DA%86%D9%87%D8%B1_%D9%85%D8%B1%D8%AA%D8%B6%D9%88%DB%8C,<No English page found>,Manouchehr Mortazavi,,,,,,,death,نویسنده,Author,جمهوری اسلامی,Islamic Republic,"June 30, 2010","تیر 09, 1389"
1389,04,12,اجرای حکم قطع دست یک نفر در زندان ملایر,[],2010,07,03,,,Execution,,,,,,,event,,,جمهوری اسلامی,Islamic Republic,"July 03, 2010","تیر 12, 1389"
1389,04,20,قهرمانی اسپانیا در جام جهانی ۲۰۱۰,[],2010,07,11,,,Spanish Championship in World Cup,,,,,,1.0,event,,,جمهوری اسلامی,Islamic Republic,"July 11, 2010","تیر 20, 1389"
1389,04,20,عنایت‌الله رضا,,2010,07,11,https://fa.wikipedia.org/wiki/%D8%B9%D9%86%D8%A7%DB%8C%D8%AA%E2%80%8C%D8%A7%D9%84%D9%84%D9%87_%D8%B1%D8%B6%D8%A7,https://en.wikipedia.org/wiki/Enayatollah_Reza,Enayatollah Reza,,,,,,,death,نویسنده و فلسفه دان,Philosopher,جمهوری اسلامی,Islamic Republic,"July 11, 2010","تیر 20, 1389"
1389,04,22,رحیم رضازاده ملک,,2010,07,13,https://fa.wikipedia.org/wiki/%D8%B1%D8%AD%DB%8C%D9%85_%D8%B1%D8%B6%D8%A7%D8%B2%D8%A7%D8%AF%D9%87_%D9%85%D9%84%DA%A9,<No English page found>,Rahim Rezazadeh Malek,,,,,,,death,پژوهشگر در تاریخ و فرهنگ ایران (زاده ۱۳۱۹),Researcher in Iranian History and Culture (born 1),جمهوری اسلامی,Islamic Republic,"July 13, 2010","تیر 22, 1389"
1389,04,24,بمب‌گذاری در زاهدان,[],2010,07,15,,,Bombings in Zahedan,,,,,,,event,,,جمهوری اسلامی,Islamic Republic,"July 15, 2010","تیر 24, 1389"
1389,04,26,حادثه ۲۶ تیر فروند مک‌دانل داگلاس اف-۴ فانتوم ۲ نهاجا,"[{'text': '۶ تیر', 'url': 'https://fa.wikipedia.org/wiki/%DB%B6_%D8%AA%DB%8C%D8%B1'}]",2010,07,17,https://fa.wikipedia.org/wiki/%DB%B6_%D8%AA%DB%8C%D8%B1,<No English page found>,McDagdal Douglas F-2 Phantom;,,,,,,,event,,,جمهوری اسلامی,Islamic Republic,"July 17, 2010","تیر 26, 1389"
1389,04,27,رضا سقایی,,2010,07,18,https://fa.wikipedia.org/wiki/%D8%B1%D8%B6%D8%A7_%D8%B3%D9%82%D8%A7%DB%8C%DB%8C,<No English page found>,Reza Saghaei,,,,,,,death,خواننده,Reader,جمهوری اسلامی,Islamic Republic,"July 18, 2010","تیر 27, 1389"
1389,04,31,کورش فرزامی,,2010,07,22,https://fa.wikipedia.org/wiki/%DA%A9%D9%88%D8%B1%D8%B4_%D9%81%D8%B1%D8%B2%D8%A7%D9%85%DB%8C,<No English page found>,Cyrus Farzami,,,,,,,death,معمار,Architect,جمهوری اسلامی,Islamic Republic,"July 22, 2010","تیر 31, 1389"
1389,05,03,ویکی لیکس، ناشر آنلاین مطالب ناشناس، مخفی و طبقه‌بندی شده، بیش از ۹۰٬۰۰۰ گزارش داخلی دربارهٔ مشارکت به رهبری ایالات متحده در جنگ افغانستان از ۲۰۰۴ تا ۲۰۱۰ به گوش مردم می‌رسد.,"[{'text': '۲۰۱۰', 'url': 'https://fa.wikipedia.org/wiki/%DB%B2%DB%B0%DB%B1%DB%B0'}]",2010,07,25,,,"WikiLeaks, an anonymous, secret and classified online publisher, is heard by more than 1.5 domestic reports on US -led participation in the Afghan war from 1 to 2.",1.0,,,,,,event,,,جمهوری اسلامی,Islamic Republic,"July 25, 2010","مرداد 03, 1389"
1389,05,07,باران‌های شدید موسمی باعث جاری شدن سیل گسترده در استان خیبر پختونخوا پاکستان می‌شود. بیش از ۱۶۰۰ کشته و بیش از یک میلیون نفر در اثر سیل آواره شده‌اند.,"[{'text': 'پاکستان', 'url': 'https://fa.wikipedia.org/wiki/%D9%BE%D8%A7%DA%A9%D8%B3%D8%AA%D8%A7%D9%86'}]",2010,07,29,,,"Severe monsoon rains cause widespread flooding in Khyber Pakhtonkhova province, Pakistan. More than 3 people were killed and more than one million were displaced by floods.",,,1.0,,,,event,,,جمهوری اسلامی,Islamic Republic,"July 29, 2010","مرداد 07, 1389"
1389,05,08,اسماعیل ططری,,2010,07,30,https://fa.wikipedia.org/wiki/%D8%A7%D8%B3%D9%85%D8%A7%D8%B9%DB%8C%D9%84_%D8%B7%D8%B7%D8%B1%DB%8C,<No English page found>,Ismail Tattari,,,,,,,death,نماینده حوزه انتخابیه کرمانشاه در دوره ششم مجلس شورای اسلامی,Kermanshah constituency representative in the sixth term of the Islamic Consultative Assembly,جمهوری اسلامی,Islamic Republic,"July 30, 2010","مرداد 08, 1389"
1389,05,21,محمدعلی ترقی‌جاه,,2010,08,12,https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D8%B9%D9%84%DB%8C_%D8%AA%D8%B1%D9%82%DB%8C%E2%80%8C%D8%AC%D8%A7%D9%87,https://en.wikipedia.org/wiki/Mohammad_Ali_Taraghijah,Mohammad Ali Taraghijah,,,,,,,death,نقاش,Painter,جمهوری اسلامی,Islamic Republic,"August 12, 2010","مرداد 21, 1389"
1389,05,22,فرامرز فرازمند,,2010,08,13,https://fa.wikipedia.org/wiki/%D9%81%D8%B1%D8%A7%D9%85%D8%B1%D8%B2_%D9%81%D8%B1%D8%A7%D8%B2%D9%85%D9%86%D8%AF,<No English page found>,Faramarz Farazmand,,,,,,,death,نویسنده,Author,جمهوری اسلامی,Islamic Republic,"August 13, 2010","مرداد 22, 1389"
1389,05,23,حمید آرش‌آزاد,,2010,08,14,https://fa.wikipedia.org/wiki/%D8%AD%D9%85%DB%8C%D8%AF_%D8%A2%D8%B1%D8%B4%E2%80%8C%D8%A2%D8%B2%D8%A7%D8%AF,<No English page found>,Hamid Arash Azad,,,,,,,death,شاعر، نویسنده و طنزپرداز ترک‌زبان ایرانی,"Iranian Turkish poet, writer and satirist",جمهوری اسلامی,Islamic Republic,"August 14, 2010","مرداد 23, 1389"
1389,05,27,مسعود برزین,,2010,08,18,https://fa.wikipedia.org/wiki/%D9%85%D8%B3%D8%B9%D9%88%D8%AF_%D8%A8%D8%B1%D8%B2%DB%8C%D9%86,<No English page found>,Massoud Barzin,,,,,,,death,روزنامه نگار,Journalist,جمهوری اسلامی,Islamic Republic,"August 18, 2010","مرداد 27, 1389"
1389,05,29,هوشنگ ساعدلو,,2010,08,20,https://fa.wikipedia.org/wiki/%D9%87%D9%88%D8%B4%D9%86%DA%AF_%D8%B3%D8%A7%D8%B9%D8%AF%D9%84%D9%88,<No English page found>,Houshang Saadlo,,,,,,,death,اقتصاددان و محقق,Economist and researcher,جمهوری اسلامی,Islamic Republic,"August 20, 2010","مرداد 29, 1389"
1389,06,01,مهین شهابی,,2010,08,23,https://fa.wikipedia.org/wiki/%D9%85%D9%87%DB%8C%D9%86_%D8%B4%D9%87%D8%A7%D8%A8%DB%8C,<No English page found>,Mahin Shahabi,,,,,,,death,بازیگر,Actor,جمهوری اسلامی,Islamic Republic,"August 23, 2010","شهریور 01, 1389"
1389,06,05,زمین‌لرزه دامغان,[],2010,08,27,,,Damghan earthquake,,,,,,,event,,,جمهوری اسلامی,Islamic Republic,"August 27, 2010","شهریور 05, 1389"
1389,06,07,محمدحسن احمدی فقیه یزدی,,2010,08,29,https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D8%AD%D8%B3%D9%86_%D8%A7%D8%AD%D9%85%D8%AF%DB%8C_%D9%81%D9%82%DB%8C%D9%87_%DB%8C%D8%B2%D8%AF%DB%8C,https://en.wikipedia.org/wiki/Mohammad_Hassan_Ahmadi_Faqih,Mohammad Hassan Ahmadi Faqih,,,,,,,death,مجتهد شیعه,Shiite mujtahid,جمهوری اسلامی,Islamic Republic,"August 29, 2010","شهریور 07, 1389"
1389,06,23,هانیبال الخاص,,2010,09,14,https://fa.wikipedia.org/wiki/%D9%87%D8%A7%D9%86%DB%8C%D8%A8%D8%A7%D9%84_%D8%A7%D9%84%D8%AE%D8%A7%D8%B5,https://en.wikipedia.org/wiki/Hannibal_Alkhas,Hannibal Alkhas,,,,,,,death,نقاش,Painter,جمهوری اسلامی,Islamic Republic,"September 14, 2010","شهریور 23, 1389"
1389,06,25,برگزاری چهاردهمین جشن سینمای ایران,"[{'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'چهاردهمین جشن سینمای ایران', 'url': 'https://fa.wikipedia.org/wiki/%DA%86%D9%87%D8%A7%D8%B1%D8%AF%D9%87%D9%85%DB%8C%D9%86_%D8%AC%D8%B4%D9%86_%D8%B3%DB%8C%D9%86%D9%85%D8%A7%DB%8C_%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}]",2010,09,16,https://fa.wikipedia.org/wiki/%DA%86%D9%87%D8%A7%D8%B1%D8%AF%D9%87%D9%85%DB%8C%D9%86_%D8%AC%D8%B4%D9%86_%D8%B3%DB%8C%D9%86%D9%85%D8%A7%DB%8C_%D8%A7%DB%8C%D8%B1%D8%A7%D9%86,<No English page found>,The 14th celebration of Iranian cinema,,,,,,,event,,,جمهوری اسلامی,Islamic Republic,"September 16, 2010","شهریور 25, 1389"
1389,06,25,پس از قطع دست پنج نفر در زندان همدان به جرم دزدی، دادستان همدان گفت بهتر بود اجرای این حکم در ملاعام صورت می‌گرفت,"[{'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}]",2010,09,16,,,"Five people in Hamedan prison were cut off for theft, Hamedan prosecutor said it was better to execute the sentence in public.",,,,,,,event,,,جمهوری اسلامی,Islamic Republic,"September 16, 2010","شهریور 25, 1389"
1389,06,25,برگزاری چهاردهمین جشن خانه سینما,"[{'text': 'چهاردهمین جشن خانه سینما', 'url': 'https://fa.wikipedia.org/wiki/%DA%86%D9%87%D8%A7%D8%B1%D8%AF%D9%87%D9%85%DB%8C%D9%86_%D8%AC%D8%B4%D9%86_%D8%B3%DB%8C%D9%86%D9%85%D8%A7%DB%8C_%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}]",2010,09,16,https://fa.wikipedia.org/wiki/%DA%86%D9%87%D8%A7%D8%B1%D8%AF%D9%87%D9%85%DB%8C%D9%86_%D8%AC%D8%B4%D9%86_%D8%B3%DB%8C%D9%86%D9%85%D8%A7%DB%8C_%D8%A7%DB%8C%D8%B1%D8%A7%D9%86,<No English page found>,The fourteenth celebration of the cinema house,,,,,,,event,,,جمهوری اسلامی,Islamic Republic,"September 16, 2010","شهریور 25, 1389"
1389,06,30,عبدالرضا سودبخش,,2010,09,21,https://fa.wikipedia.org/wiki/%D8%B9%D8%A8%D8%AF%D8%A7%D9%84%D8%B1%D8%B6%D8%A7_%D8%B3%D9%88%D8%AF%D8%A8%D8%AE%D8%B4,https://en.wikipedia.org/wiki/Abdoulreza_Soudbakhsh,Abdoulreza Soudbakhsh,,,,,,,death,دانشیار و عضو هیئت علمی دانشگاه علوم پزشکی تهران,Associate Professor and Faculty Member of Tehran University of Medical Sciences,جمهوری اسلامی,Islamic Republic,"September 21, 2010","شهریور 30, 1389"
1389,06,31,بمب‌گذاری در مهاباد,[],2010,09,22,,,Bombings in Mahabad,,,,,,,event,,,جمهوری اسلامی,Islamic Republic,"September 22, 2010","شهریور 31, 1389"
1389,07,13,منوچهر حقانی‌پرست,,2010,10,05,https://fa.wikipedia.org/wiki/%D9%85%D9%86%D9%88%DA%86%D9%87%D8%B1_%D8%AD%D9%82%D8%A7%D9%86%DB%8C%E2%80%8C%D9%BE%D8%B1%D8%B3%D8%AA,<No English page found>,Manouchehr Haqqani,,,,,,,death,کارگردان,Director,جمهوری اسلامی,Islamic Republic,"October 05, 2010","مهر 13, 1389"
1389,07,13,جلال پژمان,,2010,10,05,https://fa.wikipedia.org/wiki/%D8%AC%D9%84%D8%A7%D9%84_%D9%BE%DA%98%D9%85%D8%A7%D9%86,<No English page found>,Jalal Pejman,,,,,,,death,فرمانده نیروی نظامی (ز. ۱۳۰۱),Commander of the Military Force (Z. 1),جمهوری اسلامی,Islamic Republic,"October 05, 2010","مهر 13, 1389"
1389,07,20,انفجار در پادگان امام علی خرم‌آباد,"[{'text': 'انفجار در پادگان امام علی خرم\u200cآباد', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D9%86%D9%81%D8%AC%D8%A7%D8%B1_%D8%AF%D8%B1_%D9%BE%D8%A7%D8%AF%DA%AF%D8%A7%D9%86_%D8%A7%D9%85%D8%A7%D9%85_%D8%B9%D9%84%DB%8C_%D8%AE%D8%B1%D9%85%E2%80%8C%D8%A2%D8%A8%D8%A7%D8%AF'}]",2010,10,12,https://fa.wikipedia.org/wiki/%D8%A7%D9%86%D9%81%D8%AC%D8%A7%D8%B1_%D8%AF%D8%B1_%D9%BE%D8%A7%D8%AF%DA%AF%D8%A7%D9%86_%D8%A7%D9%85%D8%A7%D9%85_%D8%B9%D9%84%DB%8C_%D8%AE%D8%B1%D9%85%E2%80%8C%D8%A2%D8%A8%D8%A7%D8%AF,<No English page found>,Explosion in Imam Ali Khorramabad garrison,,,,,,,event,,,جمهوری اسلامی,Islamic Republic,"October 12, 2010","مهر 20, 1389"
1389,07,20,معصومه اسکندری,,2010,10,12,https://fa.wikipedia.org/wiki/%D9%85%D8%B9%D8%B5%D9%88%D9%85%D9%87_%D8%A7%D8%B3%DA%A9%D9%86%D8%AF%D8%B1%DB%8C,<No English page found>,Masoumeh Eskandari,,,,,,,death,بازیگر,Actor,جمهوری اسلامی,Islamic Republic,"October 12, 2010","مهر 20, 1389"
1389,07,21,مرضیه,,2010,10,13,https://fa.wikipedia.org/wiki/%D9%85%D8%B1%D8%B6%DB%8C%D9%87,https://en.wikipedia.org/wiki/Marzieh_(singer),Marzieh (singer),,,,,,,death,خواننده,Reader,جمهوری اسلامی,Islamic Republic,"October 13, 2010","مهر 21, 1389"
1389,08,06,راه‌اندازی شبکه تلویزیونی من‌وتو,[],2010,10,28,,,Launching Manuto TV Network,,,,,,,event,,,جمهوری اسلامی,Islamic Republic,"October 28, 2010","آبان 06, 1389"
1389,08,06,جنایت میدان کاج تهران,"[{'text': 'جنایت میدان کاج تهران', 'url': 'https://fa.wikipedia.org/wiki/%D8%AC%D9%86%D8%A7%DB%8C%D8%AA_%D9%85%DB%8C%D8%AF%D8%A7%D9%86_%DA%A9%D8%A7%D8%AC_%D8%AA%D9%87%D8%B1%D8%A7%D9%86'}]",2010,10,28,https://fa.wikipedia.org/wiki/%D8%AC%D9%86%D8%A7%DB%8C%D8%AA_%D9%85%DB%8C%D8%AF%D8%A7%D9%86_%DA%A9%D8%A7%D8%AC_%D8%AA%D9%87%D8%B1%D8%A7%D9%86,<No English page found>,Crime of Tehran Pine Square,,,,,,,event,,,جمهوری اسلامی,Islamic Republic,"October 28, 2010","آبان 06, 1389"
1389,08,22,پریرخ دادستان,,2010,11,13,https://fa.wikipedia.org/wiki/%D9%BE%D8%B1%DB%8C%D8%B1%D8%AE_%D8%AF%D8%A7%D8%AF%D8%B3%D8%AA%D8%A7%D9%86,<No English page found>,Prosecutor Prosecutor,,,,,,,death,استاد روانشناسی دانشگاه,Professor of University Psychology,جمهوری اسلامی,Islamic Republic,"November 13, 2010","آبان 22, 1389"
1389,08,22,فرید بغلانی,,2010,11,13,https://fa.wikipedia.org/wiki/%D9%81%D8%B1%DB%8C%D8%AF_%D8%A8%D8%BA%D9%84%D8%A7%D9%86%DB%8C,https://en.wikipedia.org/wiki/Farid_Baghlani,Farid Baghlani,,,,,,,death,قاتل سریالی,Serial killer,جمهوری اسلامی,Islamic Republic,"November 13, 2010","آبان 22, 1389"
1389,09,05,رضا عارفان,,2010,11,26,https://fa.wikipedia.org/wiki/%D8%B1%D8%B6%D8%A7_%D8%B9%D8%A7%D8%B1%D9%81%D8%A7%D9%86,<No English page found>,Reza Arefan,,,,,,,death,بازیگر,Actor,جمهوری اسلامی,Islamic Republic,"November 26, 2010","آذر 05, 1389"
1389,09,08,مجید شهریاری,,2010,11,29,https://fa.wikipedia.org/wiki/%D9%85%D8%AC%DB%8C%D8%AF_%D8%B4%D9%87%D8%B1%DB%8C%D8%A7%D8%B1%DB%8C,https://en.wikipedia.org/wiki/Majid_Shahriari,Majid Shahriari,,,,,,,death,دانشمند هسته‌ای,Nuclear scientist,جمهوری اسلامی,Islamic Republic,"November 29, 2010","آذر 08, 1389"
1389,09,08,سیف‌الله کامبخش‌فرد,,2010,11,29,https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D9%81%E2%80%8C%D8%A7%D9%84%D9%84%D9%87_%DA%A9%D8%A7%D9%85%D8%A8%D8%AE%D8%B4%E2%80%8C%D9%81%D8%B1%D8%AF,https://en.wikipedia.org/wiki/Seifollah_Kambakhshfard,Seifollah Kambakhshfard,,,,,,,death,باستان شناس,Archaeologist,جمهوری اسلامی,Islamic Republic,"November 29, 2010","آذر 08, 1389"
1389,09,09,آخرین قرنطینه زندان انفرادی خدیجه (شهلا) جاهد ؛ پرستار، مربی مهد کودک ، دانشجوی روان‌شناسی ، همسر دوم موقت ناصر محمدخانی و محکوم به جنایت قتل فاطمه (لاله) سحرخیزان(خیّر و همسر اول ناصر محمدخانی),"[{'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'روان\u200cشناسی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B1%D9%88%D8%A7%D9%86%E2%80%8C%D8%B4%D9%86%D8%A7%D8%B3%DB%8C'}, {'text': 'زندان انفرادی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B2%D9%86%D8%AF%D8%A7%D9%86_%D8%A7%D9%86%D9%81%D8%B1%D8%A7%D8%AF%DB%8C'}, {'text': 'ناصر محمدخانی', 'url': 'https://fa.wikipedia.org/wiki/%D9%86%D8%A7%D8%B5%D8%B1_%D9%85%D8%AD%D9%85%D8%AF%D8%AE%D8%A7%D9%86%DB%8C'}]",2010,11,30,https://fa.wikipedia.org/wiki/%D8%B2%D9%86%D8%AF%D8%A7%D9%86_%D8%A7%D9%86%D9%81%D8%B1%D8%A7%D8%AF%DB%8C,https://en.wikipedia.org/wiki/Solitary_confinement,Solitary confinement,,,,,,,event,,,جمهوری اسلامی,Islamic Republic,"November 30, 2010","آذر 09, 1389"
1389,09,09,آخرین قرنطینه زندان انفرادی خدیجه (شهلا) جاهد ؛پرستار،دانشجوی روان‌شناسی ، مربی مهد کودک ، همسر دوم موقت ناصر محمدخانی و محکوم به جنایت قتل فاطمه (لاله) سحرخیزان (خیّر و همسر اول ناصر محمدخانی),"[{'text': 'روان\u200cشناسی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B1%D9%88%D8%A7%D9%86%E2%80%8C%D8%B4%D9%86%D8%A7%D8%B3%DB%8C'}, {'text': 'زندان انفرادی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B2%D9%86%D8%AF%D8%A7%D9%86_%D8%A7%D9%86%D9%81%D8%B1%D8%A7%D8%AF%DB%8C'}, {'text': 'قتل', 'url': 'https://fa.wikipedia.org/wiki/%D9%82%D8%AA%D9%84'}, {'text': 'ناصر محمدخانی', 'url': 'https://fa.wikipedia.org/wiki/%D9%86%D8%A7%D8%B5%D8%B1_%D9%85%D8%AD%D9%85%D8%AF%D8%AE%D8%A7%D9%86%DB%8C'}]",2010,11,30,https://fa.wikipedia.org/wiki/%D8%B2%D9%86%D8%AF%D8%A7%D9%86_%D8%A7%D9%86%D9%81%D8%B1%D8%A7%D8%AF%DB%8C,https://en.wikipedia.org/wiki/Solitary_confinement,Solitary confinement,,,,,,,event,,,جمهوری اسلامی,Islamic Republic,"November 30, 2010","آذر 09, 1389"
1389,09,10,اجرای حکم قصاص خدیجه ( شهلا ) جاهد ؛ پرستار ، دانشجوی روان‌شناسی ، مربی مهدکودک ، همسر دوم موقت ناصر محمدخانی و محکوم به جنایت قتل فاطمه ( لاله ) سحرخیزان(خیّر و همسر اول ناصر محمدخانی),"[{'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'روان\u200cشناسی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B1%D9%88%D8%A7%D9%86%E2%80%8C%D8%B4%D9%86%D8%A7%D8%B3%DB%8C'}, {'text': 'قتل', 'url': 'https://fa.wikipedia.org/wiki/%D9%82%D8%AA%D9%84'}, {'text': 'مربی مهدکودک', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%B1%D8%A8%DB%8C_%D9%85%D9%87%D8%AF%DA%A9%D9%88%D8%AF%DA%A9'}, {'text': 'ناصر محمدخانی', 'url': 'https://fa.wikipedia.org/wiki/%D9%86%D8%A7%D8%B5%D8%B1_%D9%85%D8%AD%D9%85%D8%AF%D8%AE%D8%A7%D9%86%DB%8C'}]",2010,12,01,https://fa.wikipedia.org/wiki/%D9%85%D8%B1%D8%A8%DB%8C_%D9%85%D9%87%D8%AF%DA%A9%D9%88%D8%AF%DA%A9,https://en.wikipedia.org/wiki/Preschool_teacher,Preschool teacher,,,,,,,event,,,جمهوری اسلامی,Islamic Republic,"December 01, 2010","آذر 10, 1389"
1389,09,10,اعدام خدیجه ( شهلا ) جاهد ؛ پرستار ، دانشجوی روان‌شناسی ، مربی مهدکودک ، همسر دوم موقت ناصر محمدخانی و محکوم به جنایت قتل فاطمه ( لاله ) سحرخیزان (خیّر و همسر اول ناصر محمد خانی),"[{'text': 'اعدام', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D8%B9%D8%AF%D8%A7%D9%85'}, {'text': 'روان\u200cشناسی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B1%D9%88%D8%A7%D9%86%E2%80%8C%D8%B4%D9%86%D8%A7%D8%B3%DB%8C'}, {'text': 'قتل', 'url': 'https://fa.wikipedia.org/wiki/%D9%82%D8%AA%D9%84'}, {'text': 'مربی مهدکودک', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%B1%D8%A8%DB%8C_%D9%85%D9%87%D8%AF%DA%A9%D9%88%D8%AF%DA%A9'}, {'text': 'ناصر محمد خانی', 'url': 'https://fa.wikipedia.org/wiki/%D9%86%D8%A7%D8%B5%D8%B1_%D9%85%D8%AD%D9%85%D8%AF%D8%AE%D8%A7%D9%86%DB%8C'}, {'text': 'ناصر محمدخانی', 'url': 'https://fa.wikipedia.org/wiki/%D9%86%D8%A7%D8%B5%D8%B1_%D9%85%D8%AD%D9%85%D8%AF%D8%AE%D8%A7%D9%86%DB%8C'}]",2010,12,01,https://fa.wikipedia.org/wiki/%D9%85%D8%B1%D8%A8%DB%8C_%D9%85%D9%87%D8%AF%DA%A9%D9%88%D8%AF%DA%A9,https://en.wikipedia.org/wiki/Preschool_teacher,Preschool teacher,,,,,,,event,,,جمهوری اسلامی,Islamic Republic,"December 01, 2010","آذر 10, 1389"
