year,month,day,person,details,link,person_link,year_gregorian,month_gregorian,day_gregorian,person_link_english,person_name_english
1391,2,26,حسن احمدی گیوی,نویسنده,"[{'text': 'حسن احمدی گیوی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AD%D8%B3%D9%86_%D8%A7%D8%AD%D9%85%D8%AF%DB%8C_%DA%AF%DB%8C%D9%88%DB%8C'}, {'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%AD%D8%B3%D9%86_%D8%A7%D8%AD%D9%85%D8%AF%DB%8C_%DA%AF%DB%8C%D9%88%DB%8C,2012,5,15,<No English page found>,Hassan Ahmadi Givi
1391,3,1,بهرام عالیوندی,نقاش,"[{'text': 'بهرام عالیوندی', 'url': 'https://fa.wikipedia.org/wiki/%D8%A8%D9%87%D8%B1%D8%A7%D9%85_%D8%B9%D8%A7%D9%84%DB%8C%D9%88%D9%86%D8%AF%DB%8C'}, {'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%A8%D9%87%D8%B1%D8%A7%D9%85_%D8%B9%D8%A7%D9%84%DB%8C%D9%88%D9%86%D8%AF%DB%8C,2012,5,21,https://en.wikipedia.org/wiki/Bahram_Alivandi,Bahram Alivandi
1391,3,3,ستاره فرمانفرمائیان,مادر مددکاری اجتماعی ایران,"[{'text': 'ستاره فرمانفرمائیان', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%D8%AA%D8%A7%D8%B1%D9%87_%D9%81%D8%B1%D9%85%D8%A7%D9%86%D9%81%D8%B1%D9%85%D8%A7%D8%A6%DB%8C%D8%A7%D9%86'}]",https://fa.wikipedia.org/wiki/%D8%B3%D8%AA%D8%A7%D8%B1%D9%87_%D9%81%D8%B1%D9%85%D8%A7%D9%86%D9%81%D8%B1%D9%85%D8%A7%D8%A6%DB%8C%D8%A7%D9%86,2012,5,23,https://en.wikipedia.org/wiki/Sattareh_Farmanfarmaian,Sattareh Farmanfarmaian
1391,3,12,اصغر الهی,نویسنده,"[{'text': 'اصغر الهی', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D8%B5%D8%BA%D8%B1_%D8%A7%D9%84%D9%87%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%A7%D8%B5%D8%BA%D8%B1_%D8%A7%D9%84%D9%87%DB%8C,2012,6,1,<No English page found>,Divine Asghar
1391,3,14,مصطفی علیمدد,نویسنده و حسابدار,"[{'text': 'مصطفی علیمدد', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%B5%D8%B7%D9%81%DB%8C_%D8%B9%D9%84%DB%8C%D9%85%D8%AF%D8%AF'}]",https://fa.wikipedia.org/wiki/%D9%85%D8%B5%D8%B7%D9%81%DB%8C_%D8%B9%D9%84%DB%8C%D9%85%D8%AF%D8%AF,2012,6,3,<No English page found>,Mustafa Ali
1391,3,14,پروانه سپانلو,خواننده,"[{'text': 'پروانه سپانلو', 'url': 'https://fa.wikipedia.org/wiki/%D9%BE%D8%B1%D9%88%D8%A7%D9%86%D9%87_%D8%B3%D9%BE%D8%A7%D9%86%D9%84%D9%88'}]",https://fa.wikipedia.org/wiki/%D9%BE%D8%B1%D9%88%D8%A7%D9%86%D9%87_%D8%B3%D9%BE%D8%A7%D9%86%D9%84%D9%88,2012,6,3,<No English page found>,Butterfly Sepanloo
1391,3,15,سیما کوبان,نقاش,"[{'text': 'سیما کوبان', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D9%85%D8%A7_%DA%A9%D9%88%D8%A8%D8%A7%D9%86'}]",https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D9%85%D8%A7_%DA%A9%D9%88%D8%A8%D8%A7%D9%86,2012,6,4,<No English page found>,Sima Kuban
1391,3,16,شاپور قریب,کارگردان، بازیگر و نویسنده,"[{'text': 'شاپور قریب', 'url': 'https://fa.wikipedia.org/wiki/%D8%B4%D8%A7%D9%BE%D9%88%D8%B1_%D9%82%D8%B1%DB%8C%D8%A8'}]",https://fa.wikipedia.org/wiki/%D8%B4%D8%A7%D9%BE%D9%88%D8%B1_%D9%82%D8%B1%DB%8C%D8%A8,2012,6,5,https://en.wikipedia.org/wiki/Shapoor_Gharib,Shapoor Gharib
1391,3,16,طوفان عطایی,آهنگساز، نوازنده و خواننده,"[{'text': 'طوفان عطایی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B7%D9%88%D9%81%D8%A7%D9%86_(%D8%AE%D9%88%D8%A7%D9%86%D9%86%D8%AF%D9%87)'}]",https://fa.wikipedia.org/wiki/%D8%B7%D9%88%D9%81%D8%A7%D9%86_(%D8%AE%D9%88%D8%A7%D9%86%D9%86%D8%AF%D9%87),2012,6,5,<No English page found>,Attai Storm
1391,3,16,منوچهر جمالی,فیلسوف,"[{'text': 'منوچهر جمالی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D9%86%D9%88%DA%86%D9%87%D8%B1_%D8%AC%D9%85%D8%A7%D9%84%DB%8C'}]",https://fa.wikipedia.org/wiki/%D9%85%D9%86%D9%88%DA%86%D9%87%D8%B1_%D8%AC%D9%85%D8%A7%D9%84%DB%8C,2012,6,5,https://en.wikipedia.org/wiki/Manuchehr_Jamali,Manuchehr Jamali
1391,3,21,روشنک (گوینده),صداپیشه رادیو ایران,"[{'text': 'روشنک (گوینده)', 'url': 'https://fa.wikipedia.org/wiki/%D8%B1%D9%88%D8%B4%D9%86%DA%A9_(%DA%AF%D9%88%DB%8C%D9%86%D8%AF%D9%87)'}]",https://fa.wikipedia.org/wiki/%D8%B1%D9%88%D8%B4%D9%86%DA%A9_(%DA%AF%D9%88%DB%8C%D9%86%D8%AF%D9%87),2012,6,10,<No English page found>,Roshank (speaker)
1391,3,23,فریدون دولتشاهی,نویسنده، مترجم و شاعر,"[{'text': 'فریدون دولتشاهی', 'url': 'https://fa.wikipedia.org/wiki/%D9%81%D8%B1%DB%8C%D8%AF%D9%88%D9%86_%D8%AF%D9%88%D9%84%D8%AA%D8%B4%D8%A7%D9%87%DB%8C'}]",https://fa.wikipedia.org/wiki/%D9%81%D8%B1%DB%8C%D8%AF%D9%88%D9%86_%D8%AF%D9%88%D9%84%D8%AA%D8%B4%D8%A7%D9%87%DB%8C,2012,6,12,<No English page found>,Fereydoon Dowlatshahi
1391,3,25,حسن کسائی,موسیقی‌دان,"[{'text': 'حسن کسائی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AD%D8%B3%D9%86_%DA%A9%D8%B3%D8%A7%D8%A6%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%AD%D8%B3%D9%86_%DA%A9%D8%B3%D8%A7%D8%A6%DB%8C,2012,6,14,https://en.wikipedia.org/wiki/Hassan_Kassai,Hassan Kassai
1391,3,25,احمد قدیریان,معاون اجرایی علی قدوسی در دادگاه انقلاب,"[{'text': 'احمد قدیریان', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D8%AD%D9%85%D8%AF_%D9%82%D8%AF%DB%8C%D8%B1%DB%8C%D8%A7%D9%86'}, {'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%A7%D8%AD%D9%85%D8%AF_%D9%82%D8%AF%DB%8C%D8%B1%DB%8C%D8%A7%D9%86,2012,6,14,<No English page found>,Ahmad Ghadirian
1391,3,29,عبدالله سروراحمدی,نوازنده دوتار,"[{'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'عبدالله سروراحمدی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D8%A8%D8%AF%D8%A7%D9%84%D9%84%D9%87_%D8%B3%D8%B1%D9%88%D8%B1%D8%A7%D8%AD%D9%85%D8%AF%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%B9%D8%A8%D8%AF%D8%A7%D9%84%D9%84%D9%87_%D8%B3%D8%B1%D9%88%D8%B1%D8%A7%D8%AD%D9%85%D8%AF%DB%8C,2012,6,18,<No English page found>,Abdullah Sarvarahmadi
1391,4,6,علی کسمایی,مدیر دوبلاژ، دوبلور، کارگردان، فیلم‌نامه‌نویس و روزنامه‌نگار,"[{'text': 'علی کسمایی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D9%84%DB%8C_%DA%A9%D8%B3%D9%85%D8%A7%DB%8C%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%B9%D9%84%DB%8C_%DA%A9%D8%B3%D9%85%D8%A7%DB%8C%DB%8C,2012,6,26,<No English page found>,Ali Kasai
1391,4,10,حمید حمزه,بازیگر,"[{'text': 'حمید حمزه', 'url': 'https://fa.wikipedia.org/wiki/%D8%AD%D9%85%DB%8C%D8%AF_%D8%AD%D9%85%D8%B2%D9%87'}]",https://fa.wikipedia.org/wiki/%D8%AD%D9%85%DB%8C%D8%AF_%D8%AD%D9%85%D8%B2%D9%87,2012,6,30,<No English page found>,Hamid Hamza
1391,4,16,فخری گلستان,سفالگر,"[{'text': 'فخری گلستان', 'url': 'https://fa.wikipedia.org/wiki/%D9%81%D8%AE%D8%B1%DB%8C_%DA%AF%D9%84%D8%B3%D8%AA%D8%A7%D9%86'}]",https://fa.wikipedia.org/wiki/%D9%81%D8%AE%D8%B1%DB%8C_%DA%AF%D9%84%D8%B3%D8%AA%D8%A7%D9%86,2012,7,6,https://en.wikipedia.org/wiki/Fakhri_Golestan,Fakhri Golestan
1391,4,22,حمید سمندریان,کارگردان و استاد تئاتر (زاده ۱۳۱۰),"[{'text': 'حمید سمندریان', 'url': 'https://fa.wikipedia.org/wiki/%D8%AD%D9%85%DB%8C%D8%AF_%D8%B3%D9%85%D9%86%D8%AF%D8%B1%DB%8C%D8%A7%D9%86'}]",https://fa.wikipedia.org/wiki/%D8%AD%D9%85%DB%8C%D8%AF_%D8%B3%D9%85%D9%86%D8%AF%D8%B1%DB%8C%D8%A7%D9%86,2012,7,12,https://en.wikipedia.org/wiki/Hamid_Samandarian,Hamid Samandarian
1391,4,24,مهتاب نوروزی,سوزن‌دوز اهل بلوچستان ایران,"[{'text': 'روز', 'url': 'https://fa.wikipedia.org/wiki/%D8%B1%D9%88%D8%B2'}, {'text': 'مهتاب نوروزی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D9%87%D8%AA%D8%A7%D8%A8_%D9%86%D9%88%D8%B1%D9%88%D8%B2%DB%8C'}]",https://fa.wikipedia.org/wiki/%D9%85%D9%87%D8%AA%D8%A7%D8%A8_%D9%86%D9%88%D8%B1%D9%88%D8%B2%DB%8C,2012,7,14,https://en.wikipedia.org/wiki/Mahtab_Norouzi,Mahtab Norouzi
1391,4,28,محمدحسن گنجی,پدر علم جغرافیای نوین و هواشناسی ایران,"[{'text': 'محمدحسن گنجی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D8%AD%D8%B3%D9%86_%DA%AF%D9%86%D8%AC%DB%8C'}]",https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D8%AD%D8%B3%D9%86_%DA%AF%D9%86%D8%AC%DB%8C,2012,7,18,https://en.wikipedia.org/wiki/Mohammad_Hassan_Ganji,Mohammad Hassan Ganji
1391,5,7,بهروز ثروتیان,پژوهشگر ادبی و مصحح,"[{'text': 'بهروز ثروتیان', 'url': 'https://fa.wikipedia.org/wiki/%D8%A8%D9%87%D8%B1%D9%88%D8%B2_%D8%AB%D8%B1%D9%88%D8%AA%DB%8C%D8%A7%D9%86'}, {'text': 'روز', 'url': 'https://fa.wikipedia.org/wiki/%D8%B1%D9%88%D8%B2'}]",https://fa.wikipedia.org/wiki/%D8%A8%D9%87%D8%B1%D9%88%D8%B2_%D8%AB%D8%B1%D9%88%D8%AA%DB%8C%D8%A7%D9%86,2012,7,28,https://en.wikipedia.org/wiki/Behrouz_Servatian,Behrouz Servatian
1391,5,7,ایرن زازیانس,بازیگر ارمنی - ایرانی,"[{'text': 'ایرن زازیانس', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D9%86'}]",https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D9%86,2012,7,28,https://en.wikipedia.org/wiki/Irene_Zazians,Irene Zazians
1391,5,15,محمود گلابدره‌ای,نویسنده,"[{'text': 'محمود گلابدره\u200cای', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D9%88%D8%AF_%DA%AF%D9%84%D8%A7%D8%A8%D8%AF%D8%B1%D9%87%E2%80%8C%D8%A7%DB%8C'}]",https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D9%88%D8%AF_%DA%AF%D9%84%D8%A7%D8%A8%D8%AF%D8%B1%D9%87%E2%80%8C%D8%A7%DB%8C,2012,8,5,<No English page found>,Mahmoud Golabdarai
1391,6,2,محمدصادق فرمان,نماینده حوزه انتخابیه کاشمر در دوره بیست و چهارم مجلس شورای ملی,"[{'text': 'محمدصادق فرمان', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D8%B5%D8%A7%D8%AF%D9%82_%D9%81%D8%B1%D9%85%D8%A7%D9%86'}]",https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D8%B5%D8%A7%D8%AF%D9%82_%D9%81%D8%B1%D9%85%D8%A7%D9%86,2012,8,23,<No English page found>,Mohammad Sadegh Farman
1391,6,13,منوچهر آگاه,بنیان‌گذار اداره بررسی‌های اقتصادی بانک ملی ایران,"[{'text': 'منوچهر آگاه', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D9%86%D9%88%DA%86%D9%87%D8%B1_%D8%A2%DA%AF%D8%A7%D9%87'}]",https://fa.wikipedia.org/wiki/%D9%85%D9%86%D9%88%DA%86%D9%87%D8%B1_%D8%A2%DA%AF%D8%A7%D9%87,2012,9,3,<No English page found>,Manouchehr informed
1391,6,14,نورالدین ثابت ایمانی,گوینده خبر در رادیو,"[{'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'نورالدین ثابت ایمانی', 'url': 'https://fa.wikipedia.org/wiki/%D9%86%D9%88%D8%B1%D8%A7%D9%84%D8%AF%DB%8C%D9%86_%D8%AB%D8%A7%D8%A8%D8%AA_%D8%A7%DB%8C%D9%85%D8%A7%D9%86%DB%8C'}]",https://fa.wikipedia.org/wiki/%D9%86%D9%88%D8%B1%D8%A7%D9%84%D8%AF%DB%8C%D9%86_%D8%AB%D8%A7%D8%A8%D8%AA_%D8%A7%DB%8C%D9%85%D8%A7%D9%86%DB%8C,2012,9,4,<No English page found>,Noureddin Faithful Faith
1391,6,15,بهروز احمدی,معمار,"[{'text': 'بهروز احمدی', 'url': 'https://fa.wikipedia.org/wiki/%D8%A8%D9%87%D8%B1%D9%88%D8%B2_%D8%A7%D8%AD%D9%85%D8%AF%DB%8C'}, {'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'روز', 'url': 'https://fa.wikipedia.org/wiki/%D8%B1%D9%88%D8%B2'}]",https://fa.wikipedia.org/wiki/%D8%A8%D9%87%D8%B1%D9%88%D8%B2_%D8%A7%D8%AD%D9%85%D8%AF%DB%8C,2012,9,5,<No English page found>,Behrouz Ahmadi
1391,6,21,عقرب سیاه,بزهکار,"[{'text': 'عقرب سیاه', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D9%82%D8%B1%D8%A8_%D8%B3%DB%8C%D8%A7%D9%87'}]",https://fa.wikipedia.org/wiki/%D8%B9%D9%82%D8%B1%D8%A8_%D8%B3%DB%8C%D8%A7%D9%87,2012,9,11,<No English page found>,Black scorpion
1391,6,26,محمدجان شکوری بخارایی,از اعضای آکادمی ملی علم‌های تاجیکستان و فرهنگستان زبان و ادب فارسی,"[{'text': 'محمدجان شکوری بخارایی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D8%AC%D8%A7%D9%86_%D8%B4%DA%A9%D9%88%D8%B1%DB%8C_%D8%A8%D8%AE%D8%A7%D8%B1%D8%A7%DB%8C%DB%8C'}]",https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D8%AC%D8%A7%D9%86_%D8%B4%DA%A9%D9%88%D8%B1%DB%8C_%D8%A8%D8%AE%D8%A7%D8%B1%D8%A7%DB%8C%DB%8C,2012,9,16,https://en.wikipedia.org/wiki/Muhammadjon_Shakuri,Muhammadjon Shakuri
1391,7,7,بهروز مسروری,بازیگر سینما، تلویزیون و رادیو,"[{'text': 'بهروز مسروری', 'url': 'https://fa.wikipedia.org/wiki/%D8%A8%D9%87%D8%B1%D9%88%D8%B2_%D9%85%D8%B3%D8%B1%D9%88%D8%B1%DB%8C'}, {'text': 'روز', 'url': 'https://fa.wikipedia.org/wiki/%D8%B1%D9%88%D8%B2'}]",https://fa.wikipedia.org/wiki/%D8%A8%D9%87%D8%B1%D9%88%D8%B2_%D9%85%D8%B3%D8%B1%D9%88%D8%B1%DB%8C,2012,9,28,<No English page found>,Behrouz Masravari
1391,8,13,فتحعلی واشقانی,خوشنویس و نخستین آموزگار انجمن خوش‌نویسان ایران,"[{'text': 'فتحعلی واشقانی', 'url': 'https://fa.wikipedia.org/wiki/%D9%81%D8%AA%D8%AD%D8%B9%D9%84%DB%8C_%D9%88%D8%A7%D8%B4%D9%82%D8%A7%D9%86%DB%8C'}]",https://fa.wikipedia.org/wiki/%D9%81%D8%AA%D8%AD%D8%B9%D9%84%DB%8C_%D9%88%D8%A7%D8%B4%D9%82%D8%A7%D9%86%DB%8C,2012,11,3,<No English page found>,Fath Ali Vashghani
1391,8,13,ستار بهشتی,کارگر، وبلاگ‌نویس و زندانی سیاسی,"[{'text': 'ستار بهشتی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%D8%AA%D8%A7%D8%B1_%D8%A8%D9%87%D8%B4%D8%AA%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%B3%D8%AA%D8%A7%D8%B1_%D8%A8%D9%87%D8%B4%D8%AA%DB%8C,2012,11,3,https://en.wikipedia.org/wiki/Sattar_Beheshti,Sattar Beheshti
1391,8,17,رضا حاجیان,بازیگر,"[{'text': 'رضا حاجیان', 'url': 'https://fa.wikipedia.org/wiki/%D8%B1%D8%B6%D8%A7_%D8%AD%D8%A7%D8%AC%DB%8C%D8%A7%D9%86'}]",https://fa.wikipedia.org/wiki/%D8%B1%D8%B6%D8%A7_%D8%AD%D8%A7%D8%AC%DB%8C%D8%A7%D9%86,2012,11,7,<No English page found>,Reza Hajian
1391,9,15,پرتو اشراق,محقق و مترجم سینما و ادبیات و پژوهشگر موسیقی,"[{'text': 'پرتو اشراق', 'url': 'https://fa.wikipedia.org/wiki/%D9%BE%D8%B1%D8%AA%D9%88_%D8%A7%D8%B4%D8%B1%D8%A7%D9%82'}]",https://fa.wikipedia.org/wiki/%D9%BE%D8%B1%D8%AA%D9%88_%D8%A7%D8%B4%D8%B1%D8%A7%D9%82,2012,12,5,<No English page found>,Illumination beam
1391,10,13,مجتبی تهرانی,از آموزگاران حوزه علمیه تهران,"[{'text': 'مجتبی تهرانی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AC%D8%AA%D8%A8%DB%8C_%D8%AA%D9%87%D8%B1%D8%A7%D9%86%DB%8C'}]",https://fa.wikipedia.org/wiki/%D9%85%D8%AC%D8%AA%D8%A8%DB%8C_%D8%AA%D9%87%D8%B1%D8%A7%D9%86%DB%8C,2013,1,2,https://en.wikipedia.org/wiki/Mojtaba_Tehrani,Mojtaba Tehrani
1391,10,28,همایون خرم,موسیقی‌دان,"[{'text': 'همایون خرم', 'url': 'https://fa.wikipedia.org/wiki/%D9%87%D9%85%D8%A7%DB%8C%D9%88%D9%86_%D8%AE%D8%B1%D9%85'}]",https://fa.wikipedia.org/wiki/%D9%87%D9%85%D8%A7%DB%8C%D9%88%D9%86_%D8%AE%D8%B1%D9%85,2013,1,17,https://en.wikipedia.org/wiki/Homayoun_Khorram,Homayoun Khorram
1391,11,5,پرویز اسلام‌پور,شاعر و نویسنده,"[{'text': 'پرویز اسلام\u200cپور', 'url': 'https://fa.wikipedia.org/wiki/%D9%BE%D8%B1%D9%88%DB%8C%D8%B2_%D8%A7%D8%B3%D9%84%D8%A7%D9%85%E2%80%8C%D9%BE%D9%88%D8%B1'}]",https://fa.wikipedia.org/wiki/%D9%BE%D8%B1%D9%88%DB%8C%D8%B2_%D8%A7%D8%B3%D9%84%D8%A7%D9%85%E2%80%8C%D9%BE%D9%88%D8%B1,2013,1,24,<No English page found>,Parviz Islampour
1391,11,9,راضیه غلامی شعبانی,اولین زن زندانی سیاسی ایران و از اعضای فرقه دموکرات آذربایجان و حزب توده ایران,"[{'text': 'راضیه غلامی شعبانی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B1%D8%A7%D8%B6%DB%8C%D9%87_%D8%BA%D9%84%D8%A7%D9%85%DB%8C_%D8%B4%D8%B9%D8%A8%D8%A7%D9%86%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%B1%D8%A7%D8%B6%DB%8C%D9%87_%D8%BA%D9%84%D8%A7%D9%85%DB%8C_%D8%B4%D8%B9%D8%A8%D8%A7%D9%86%DB%8C,2013,1,28,https://en.wikipedia.org/wiki/Razieh_Gholami-Shabani,Razieh Gholami-Shabani
1391,11,10,رضا کرمانی,شهردار پیشین خرمشهر (۴۹–۱۳۴۷) و دبیر مسئول پیشین حزب پان ایرانیست,"[{'text': 'رضا کرمانی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B1%D8%B6%D8%A7_%DA%A9%D8%B1%D9%85%D8%A7%D9%86%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%B1%D8%B6%D8%A7_%DA%A9%D8%B1%D9%85%D8%A7%D9%86%DB%8C,2013,1,29,<No English page found>,Reza Kermani
1391,11,12,حسن حبیبی,نخستین دبیرخانه مجمع تشخیص مصلحت نظام,"[{'text': 'حسن حبیبی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AD%D8%B3%D9%86_%D8%AD%D8%A8%DB%8C%D8%A8%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%AD%D8%B3%D9%86_%D8%AD%D8%A8%DB%8C%D8%A8%DB%8C,2013,1,31,https://en.wikipedia.org/wiki/Hassan_Habibi,Hassan Habibi
1391,11,24,حسن شاطری,معاون مهندسی نیروی قدس سپاه پاسداران انقلاب اسلامی,"[{'text': 'حسن شاطری', 'url': 'https://fa.wikipedia.org/wiki/%D8%AD%D8%B3%D9%86_%D8%B4%D8%A7%D8%B7%D8%B1%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%AD%D8%B3%D9%86_%D8%B4%D8%A7%D8%B7%D8%B1%DB%8C,2013,2,12,https://en.wikipedia.org/wiki/Hassan_Shateri,Hassan Shateri
1391,11,25,عزیزالله جوینی,پژوهشگر,"[{'text': 'عزیزالله جوینی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D8%B2%DB%8C%D8%B2%D8%A7%D9%84%D9%84%D9%87_%D8%AC%D9%88%DB%8C%D9%86%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%B9%D8%B2%DB%8C%D8%B2%D8%A7%D9%84%D9%84%D9%87_%D8%AC%D9%88%DB%8C%D9%86%DB%8C,2013,2,13,<No English page found>,Azizullah Jawini
1391,12,29,احمد اسفندیاری,نقاش,"[{'text': 'احمد اسفندیاری', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D8%AD%D9%85%D8%AF_%D8%A7%D8%B3%D9%81%D9%86%D8%AF%DB%8C%D8%A7%D8%B1%DB%8C'}, {'text': 'اسفند', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D8%B3%D9%81%D9%86%D8%AF'}, {'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%A7%D8%AD%D9%85%D8%AF_%D8%A7%D8%B3%D9%81%D9%86%D8%AF%DB%8C%D8%A7%D8%B1%DB%8C,2013,3,19,https://en.wikipedia.org/wiki/Ahmad_Esfandiari,Ahmad Esfandiari
1391,12,29,عبدالحسین مصحفی,نویسنده و ریاضی‌دان,"[{'text': 'عبدالحسین مصحفی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D8%A8%D8%AF%D8%A7%D9%84%D8%AD%D8%B3%DB%8C%D9%86_%D9%85%D8%B5%D8%AD%D9%81%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%B9%D8%A8%D8%AF%D8%A7%D9%84%D8%AD%D8%B3%DB%8C%D9%86_%D9%85%D8%B5%D8%AD%D9%81%DB%8C,2013,3,19,<No English page found>,Abdolhossein Moshafi
1391,12,4,ناظم گنجاپور,بازیکن و مربی فوتبال,"[{'text': 'ناظم گنجاپور', 'url': 'https://fa.wikipedia.org/wiki/%D9%86%D8%A7%D8%B8%D9%85_%DA%AF%D9%86%D8%AC%D8%A7%D9%BE%D9%88%D8%B1'}]",https://fa.wikipedia.org/wiki/%D9%86%D8%A7%D8%B8%D9%85_%DA%AF%D9%86%D8%AC%D8%A7%D9%BE%D9%88%D8%B1,2013,2,22,https://en.wikipedia.org/wiki/Nazem_Ganjapour,Nazem Ganjapour
1392,1,2,هوشنگ کاووسی,کارگردان,"[{'text': 'هوشنگ کاووسی', 'url': 'https://fa.wikipedia.org/wiki/%D9%87%D9%88%D8%B4%D9%86%DA%AF_%DA%A9%D8%A7%D9%88%D9%88%D8%B3%DB%8C'}]",https://fa.wikipedia.org/wiki/%D9%87%D9%88%D8%B4%D9%86%DA%AF_%DA%A9%D8%A7%D9%88%D9%88%D8%B3%DB%8C,2013,3,22,<No English page found>,Houshang Kavousi
1392,1,9,غلامرضا اسلامی بیدگلی,پژوهشگر در امور مالی,"[{'text': 'غلامرضا اسلامی بیدگلی', 'url': 'https://fa.wikipedia.org/wiki/%D8%BA%D9%84%D8%A7%D9%85%D8%B1%D8%B6%D8%A7_%D8%A7%D8%B3%D9%84%D8%A7%D9%85%DB%8C_%D8%A8%DB%8C%D8%AF%DA%AF%D9%84%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%BA%D9%84%D8%A7%D9%85%D8%B1%D8%B6%D8%A7_%D8%A7%D8%B3%D9%84%D8%A7%D9%85%DB%8C_%D8%A8%DB%8C%D8%AF%DA%AF%D9%84%DB%8C,2013,3,29,<No English page found>,Gholamreza Islami Bidgoli
1392,1,11,احمد صدر حاج‌سیدجوادی,از اعضای نهضت مقاومت ملی ایران,"[{'text': 'احمد صدر حاج\u200cسیدجوادی', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D8%AD%D9%85%D8%AF_%D8%B5%D8%AF%D8%B1_%D8%AD%D8%A7%D8%AC%E2%80%8C%D8%B3%DB%8C%D8%AF%D8%AC%D9%88%D8%A7%D8%AF%DB%8C'}, {'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%A7%D8%AD%D9%85%D8%AF_%D8%B5%D8%AF%D8%B1_%D8%AD%D8%A7%D8%AC%E2%80%8C%D8%B3%DB%8C%D8%AF%D8%AC%D9%88%D8%A7%D8%AF%DB%8C,2013,3,31,https://en.wikipedia.org/wiki/Ahmad_Sayyed_Javadi,Ahmad Sayyed Javadi
